inf_mean,inf_upper,inf_lower,daily_cases,mobility_mean,mask_use_mean,cumulative_all_fully_vaccinated,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper
554.31,857.2,324.55,474,-12.6875,0.8733,4446743.033,822.64,822.5,822.8
569.67,871.52,317.41,355,-12.2544,0.8733,4447417.013,825.53,825.38,825.68
609.58,934.15,339.08,412,-11.7943,0.8748,4448064.673,828.13,827.98,828.28
669.62,1028.94,352.97,271,-11.3473,0.8762,4448566.633,830.3,830.16,830.46
754.43,1149.6,381.53,255,-10.9568,0.8771,4448970.833,832.05,831.9,832.2
872.2,1378.96,405.09,195,-16.2051,0.8766,4449708.733,833.72,833.57,833.87
1024.86,1655.36,452.24,280,-16.2051,0.8756,4450340.413,835.39,835.25,835.55
1228.41,1996.93,528.98,335,-16.2051,0.8741,4450971.153,837,836.85,837.15
1472.33,2364.14,602.33,322,-16.2051,0.872,4451597.193,838.45,838.31,838.61
1740.66,2722.18,687.47,265,-16.2051,0.8706,4451911.153,839.84,839.69,839.99
2017.05,3104.89,827.49,248,-16.2051,0.8693,4451938.413,841.16,841.01,841.31
2285.56,3367.53,1000.94,209,-16.2051,0.8682,4452486.433,842.33,842.18,842.48
2559.64,3653.16,1145.99,280,-16.2051,0.8679,4456313.173,843.43,843.28,843.58
2806.09,3900.97,1277.68,365,-16.2051,0.8672,4460185.973,844.53,844.39,844.69
3007.75,4039.42,1451.35,341,-16.2051,0.867,4465684.033,845.71,845.56,845.86
3202.35,4221.98,1629.31,311,-16.2051,0.868,4471494.173,846.81,846.66,846.96
3383.35,4382.2,1751.12,344,-16.2051,0.8692,4474888.513,847.62,847.48,847.78
3578.76,4682.46,1891.91,456,-16.2051,0.8717,4474910.133,848.44,848.29,848.59
3854.44,5171.42,2056.17,429,-16.2051,0.8739,4481447.833,849.54,849.39,849.69
4210.61,5654.93,2229.63,464,-16.2051,0.8748,4490645.733,850.71,850.57,850.87
4581.32,6063.55,2477.13,842,-16.2051,0.8773,4494940.593,851.89,851.74,852.04
4942.95,6424.64,2772,805,-10.6449,0.8795,4501051.802,853.06,852.91,853.21
5394.78,7049.14,3089.36,1299,-10.4123,0.8816,4507163.01,854.3,854.16,854.46
5934.28,7640.42,3393.21,1268.5,-10.2587,0.8839,4513274.219,855.62,855.47,855.77
6585.5,8842.01,3639.08,1268.5,-10.1901,0.8857,4519385.427,856.72,856.57,856.87
7501,10270.59,4165.34,1350,-10.2089,0.8864,4525496.636,857.54,857.39,857.69
8607.59,11599.85,4885.24,1198,-10.2954,0.8861,4531607.844,858.21,858.06,858.36
9930.53,13531.15,5595.17,1352,-10.4101,0.8865,4537719.053,858.81,858.66,858.96
11525.39,16959.24,6681.44,1409,-10.5159,0.8843,4541959.393,859.55,859.41,859.71
13150.71,19796.31,7840.69,1534,-10.5916,0.8819,4548547.853,860.37,860.22,860.52
14868.73,22016.55,9028.06,1510,-10.6352,0.8812,4557304.893,861.11,860.97,861.27
16484.4,24710.51,10595.13,1528,-10.6613,0.8778,4563667.283,861.86,861.71,862.01
17851.14,27419.54,12188.78,1379,-10.6872,0.8749,4570029.673,862.6,862.46,862.76
18787.57,29212.92,13561.2,1861,-10.7142,0.8713,4576392.063,863.42,863.27,863.57
19493.06,30377.82,14467.08,2314,-10.7297,0.8664,4582754.453,864.31,864.16,864.46
20335.5,31557.79,14930.64,2580,-10.7267,0.8625,4586155.373,865.05,864.9,865.2
21401.72,32057.06,15697.12,2352,-10.7143,0.86,4591011.413,865.72,865.58,865.88
22642.99,37588.85,16119.23,1209,-10.719,0.8572,4597827.353,866.47,866.32,866.62
24675.99,42174.73,16649.92,2463,-10.7775,0.8543,4605125.513,867.35,867.21,867.51
27666.18,47614.09,18253.33,3496,-10.9221,0.8537,4611453.593,868.31,868.17,868.47
31056.12,51911.81,19307.37,3002,-11.1618,0.8539,4614587.553,869.13,868.98,869.28
34653.25,55457.75,21643.73,5996,-11.4841,0.8537,4614588.657,870.02,869.87,870.17
37917.1,60381.77,25240.72,4832,-11.8722,0.8554,4614588.657,871.05,870.9,871.2
40538.53,64151.11,28804,5469,-12.3158,0.8565,4614588.657,872,871.86,872.16
42618.91,65860.92,31575.52,5554,-12.8114,0.8586,4614588.657,872.96,872.82,873.12
43971.43,66745.49,33313.03,5207,-13.3567,0.8625,4614588.657,874.06,873.92,874.22
45114.7,69237.57,34134.2,4498,-13.9376,0.8652,4614588.657,875.31,875.16,875.46
46454.68,71144.07,35253.35,4481,-14.5174,0.8672,4614588.657,876.7,876.55,876.85
47642.23,72151.22,36122.06,6264,-15.0457,0.8697,4614588.657,878.37,878.22,878.52
48814.34,73446.28,37380.05,3101,-15.4858,0.8722,4614588.657,880.26,880.11,880.41
50035.32,74361.98,38970.85,4297,-15.8163,0.8734,4614588.657,882.21,882.07,882.37
51123.51,75562.83,40129.82,13208,-16.0325,0.8745,4614588.657,884.6,884.45,884.75
52082.34,77030.21,41284.47,5195,-16.1523,0.8757,4614588.657,887.35,887.2,887.5
52909.93,78279.03,41780.81,5195,-16.2051,0.8763,4614588.657,890.3,890.16,890.46
53605.99,79296.22,42238.11,15558,-16.2051,0.8772,4614588.657,893.48,893.33,893.63
54193.7,79039.41,42501.67,13011,-16.1275,0.8767,4614588.657,896.44,896.29,896.59
54666.68,78552.53,42643.44,10314,-16.0499,0.8767,4614588.657,899.68,899.53,899.83
54993.02,77804.11,42671.07,10686,-15.9723,0.8767,4614588.657,903.64,903.49,903.79
55185.21,76825.26,42606.05,9930,-15.8947,0.8767,4614588.657,908.02,907.88,908.22
55254.14,75646.6,42332.16,10505,-15.8171,0.8767,4614588.657,912.88,912.42,913.85
55205.47,74287.4,42104.48,9420,-15.7395,0.8767,4614588.657,918.11,916.86,920.97
55023.04,73635.83,41761.92,9082,-15.6619,0.8767,4614588.657,923.58,921.57,928.53
